danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,spotify_link,duration_ms,time_signature,genre,song_name
0.528,0.569,6,-7.985,1,0.123,0.754,0.0,0.28600000000000003,0.483,135.72,5KRMMmOcMRU8FNGkZqlspd,https://open.spotify.com/track/5KRMMmOcMRU8FNGkZqlspd,204867,4,Underground Rap,Oakland
0.665,0.846,5,-3.97,1,0.199,0.00314,0.0,0.136,0.166,134.977,1bf4jgsquDvGsyhJlbgZF9,https://open.spotify.com/track/1bf4jgsquDvGsyhJlbgZF9,199209,4,Underground Rap,Black Bandana
0.945,0.802,9,-7.522,1,0.485,0.0376,0.177,0.0938,0.586,114.97,71at7DNXtysLxLkg7qV11G,https://open.spotify.com/track/71at7DNXtysLxLkg7qV11G,151496,4,Underground Rap,Oogabooga
0.61,0.877,4,-3.831,1,0.435,0.00882,0.0,0.196,0.7120000000000001,114.478,6VW3pkpQiHqc5FF1ukj9Vg,https://open.spotify.com/track/6VW3pkpQiHqc5FF1ukj9Vg,224601,4,Underground Rap,ANTI-SOCIABLE
0.642,0.6940000000000001,11,-6.104,1,0.364,0.000335,0.0,0.312,0.568,106.41,2TF0kVvksniUGEdwnBSw2v,https://open.spotify.com/track/2TF0kVvksniUGEdwnBSw2v,143331,4,Underground Rap,85 to Africa
0.459,0.8640000000000001,1,-2.1630000000000003,1,0.263,0.171,2.95e-06,0.6829999999999999,0.703,106.175,1mAEQbdq0dZQWfujWG6rCd,https://open.spotify.com/track/1mAEQbdq0dZQWfujWG6rCd,85840,4,Underground Rap,Azucar
0.528,0.705,0,-4.767,0,0.35200000000000004,0.0691,0.0,0.109,0.645,160.014,0L6w0YHzEYfmO8Pp0ibcin,https://open.spotify.com/track/0L6w0YHzEYfmO8Pp0ibcin,180581,4,Underground Rap,All Facts (feat. Ty Dolla $ign)
0.8540000000000001,0.8440000000000001,2,-5.908,1,0.0519,0.006509999999999999,5.08e-06,0.18600000000000005,0.8320000000000001,146.041,2JRo1DJhNhZWs1TzrPNOSZ,https://open.spotify.com/track/2JRo1DJhNhZWs1TzrPNOSZ,125149,4,Underground Rap,So What? - Episode 01
0.923,0.478,8,-10.802,1,0.203,0.00314,0.00397,0.101,0.468,127.981,7pTmkFVKrQJb9qa2oCKktm,https://open.spotify.com/track/7pTmkFVKrQJb9qa2oCKktm,135602,4,Underground Rap,Shark Bite
0.747,0.5329999999999999,1,-9.783,0,0.6459999999999999,0.125,0.0,0.669,0.866,173.019,4MggpJSpLnVQe7GPuk0LxE,https://open.spotify.com/track/4MggpJSpLnVQe7GPuk0LxE,175005,4,Underground Rap,Walk Down (feat. YG)
0.69,0.6759999999999999,11,-6.84,0,0.198,0.423,0.0,0.14,0.599,159.947,52XxS5bVvAr1AAtcvADPDi,https://open.spotify.com/track/52XxS5bVvAr1AAtcvADPDi,168072,4,Underground Rap,Vacant Heart (feat. Big4Keezy)
0.726,0.8240000000000001,7,-5.011,0,0.345,0.584,1.14e-06,0.113,0.382,130.118,60Mq4EumvcSXznNugo9Op3,https://open.spotify.com/track/60Mq4EumvcSXznNugo9Op3,289587,4,Underground Rap,Long Live A$AP
0.711,0.506,11,-10.272,0,0.271,0.201,5.56e-06,0.112,0.348,164.005,6ERTt4Hj6PZG5kA3a3KA5L,https://open.spotify.com/track/6ERTt4Hj6PZG5kA3a3KA5L,163728,4,Underground Rap,WaitAMinuteGuys (feat. Jerry OLarry)
0.728,0.743,4,-7.66,0,0.299,0.00235,0.0,0.201,0.5579999999999999,187.962,7qUh13pqLUkJ1WylCPOmj0,https://open.spotify.com/track/7qUh13pqLUkJ1WylCPOmj0,122619,4,Underground Rap,100 Bars & Gunnin'
0.858,0.301,1,-16.643,1,0.452,0.0011,0.0,0.0991,0.336,166.524,2Q3rfmlUy75AOaYyUdZ0zr,https://open.spotify.com/track/2Q3rfmlUy75AOaYyUdZ0zr,185017,4,Underground Rap,Back Quick
0.923,0.733,4,-5.817,1,0.109,0.147,0.0,0.0959,0.894,136.06,4fmvaMtBtNq4gYQLiavxVH,https://open.spotify.com/track/4fmvaMtBtNq4gYQLiavxVH,211827,4,Underground Rap,Golden Calf
0.725,0.63,11,-9.671,0,0.245,0.0687,0.0,0.18600000000000005,0.363,154.966,3yTSjO0wkP5PeFAOTohwsM,https://open.spotify.com/track/3yTSjO0wkP5PeFAOTohwsM,173714,4,Underground Rap,Change Clothes
0.6809999999999999,0.265,10,-11.691,1,0.245,0.196,0.0822,0.126,0.17800000000000002,146.02200000000005,7KKW3MSfqCCai76gKSZEco,https://open.spotify.com/track/7KKW3MSfqCCai76gKSZEco,187747,4,Underground Rap,Faucet
0.6579999999999999,0.59,11,-8.56,1,0.298,0.19,0.0106,0.21600000000000005,0.223,152.72899999999996,4qV3FpOX5NQbghsnmx3wKX,https://open.spotify.com/track/4qV3FpOX5NQbghsnmx3wKX,226947,4,Underground Rap,WHY?
0.741,0.759,8,-4.387,1,0.21,0.58,0.0,0.103,0.49,190.202,1zucHJN4WKHIzSL4FyiJw9,https://open.spotify.com/track/1zucHJN4WKHIzSL4FyiJw9,240053,4,Underground Rap,Innermission
0.64,0.925,9,-2.948,0,0.14800000000000002,0.364,0.0,0.157,0.737,170.232,4KwHLWYcVk0Raa5fzpa35p,https://open.spotify.com/track/4KwHLWYcVk0Raa5fzpa35p,186238,4,Underground Rap,Get Em Up
0.635,0.777,1,-6.018,1,0.231,0.181,0.0,0.35700000000000004,0.177,128.09,0RyA3o15NOLJYtm9NlDu5c,https://open.spotify.com/track/0RyA3o15NOLJYtm9NlDu5c,218947,4,Underground Rap,"Frat Rules (feat. A$AP Rocky, Playboi Carti & Big Sean)"
0.45,0.55,7,-7.825,1,0.154,0.24,0.0,0.292,0.552,171.03,2cHbaJXQcw14NzfplQoUWi,https://open.spotify.com/track/2cHbaJXQcw14NzfplQoUWi,148307,4,Underground Rap,Freestyle S**t
0.591,0.457,4,-11.706,1,0.419,0.5720000000000001,0.00249,0.11,0.375,141.157,6zW8vtUkHvo6PfpYhh3T53,https://open.spotify.com/track/6zW8vtUkHvo6PfpYhh3T53,207515,4,Underground Rap,WHOLE WORLD (feat. Maxo)
0.701,0.736,6,-5.178,0,0.369,0.195,0.0,0.949,0.919,172.852,4hgS8ANdhHy2G7XtyVqLDw,https://open.spotify.com/track/4hgS8ANdhHy2G7XtyVqLDw,81240,4,Underground Rap,Pyro (leak 2019)
0.8140000000000001,0.741,1,-6.863,1,0.43,0.0579,0.0,0.223,0.764,115.211,5Zxag6MRK1YCumP1XP3lZg,https://open.spotify.com/track/5Zxag6MRK1YCumP1XP3lZg,160869,4,Underground Rap,O.K. - Bonus Track
0.871,0.578,0,-7.4620000000000015,1,0.757,0.005679999999999999,0.0,0.899,0.595,150.02100000000004,0M2dk2hEUtjBhH5fc9y9oA,https://open.spotify.com/track/0M2dk2hEUtjBhH5fc9y9oA,124108,4,Underground Rap,Went to Sleep Like Dis *
0.752,0.657,0,-8.464,0,0.127,0.0007559999999999999,2.82e-05,0.247,0.478,137.899,01fpwxBrYVZ3WXLHlbkPwm,https://open.spotify.com/track/01fpwxBrYVZ3WXLHlbkPwm,140000,4,Underground Rap,Good Luck
0.7240000000000001,0.985,7,-1.79,0,0.24,0.215,4e-05,0.116,0.6,155.952,7MbdiKZClwSDglZXRH8xik,https://open.spotify.com/track/7MbdiKZClwSDglZXRH8xik,173846,4,Underground Rap,Bladed Choppa
0.732,0.501,0,-11.893,0,0.399,0.343,0.0,0.0601,0.583,150.35399999999996,7lm9ojxwNKPPDTnacESs0B,https://open.spotify.com/track/7lm9ojxwNKPPDTnacESs0B,141558,4,Underground Rap,Aint No Change In Me
0.669,0.7759999999999999,1,-7.0760000000000005,1,0.0358,0.00177,1.31e-05,0.14300000000000002,0.477,200.038,0jfIQheXtPPOX0PSn2xxdH,https://open.spotify.com/track/0jfIQheXtPPOX0PSn2xxdH,153600,4,Underground Rap,Ooo La La
0.725,0.7859999999999999,2,-8.913,1,0.121,0.197,0.0,0.18600000000000005,0.6990000000000001,140.036,0vwFdb5THDNnXRkRsXMOdx,https://open.spotify.com/track/0vwFdb5THDNnXRkRsXMOdx,155968,4,Underground Rap,Money & Colors
0.871,0.5670000000000001,2,-9.264,1,0.364,0.171,0.0,0.0551,0.794,194.844,2fpzSINgTCbf4sS7LH39G5,https://open.spotify.com/track/2fpzSINgTCbf4sS7LH39G5,219089,4,Underground Rap,Sag My Pants
0.872,0.679,7,-8.334,1,0.277,0.188,0.0,0.0996,0.588,199.938,1JBrLoAYGbdDjNuRqdyjA8,https://open.spotify.com/track/1JBrLoAYGbdDjNuRqdyjA8,211200,4,Underground Rap,Win
0.898,0.598,2,-7.164,1,0.0467,0.49,0.0014,0.0646,0.528,119.966,6br4Pc0BzU6dTD5fEmks2i,https://open.spotify.com/track/6br4Pc0BzU6dTD5fEmks2i,255253,4,Underground Rap,Electric Body (feat. ScHoolboy Q)
0.927,0.6890000000000001,9,-7.223,0,0.0565,0.127,0.0,0.0924,0.535,115.015,1l3QD6k0UIwNjj3TRBKKA7,https://open.spotify.com/track/1l3QD6k0UIwNjj3TRBKKA7,133535,4,Underground Rap,Too Eazy
0.8740000000000001,0.917,11,-4.902,0,0.0514,0.00485,1.96e-05,0.105,0.166,119.959,68jWkBLauG4oK3qrqxc6od,https://open.spotify.com/track/68jWkBLauG4oK3qrqxc6od,192052,4,Underground Rap,Newport Reds
0.784,0.6459999999999999,1,-9.358,1,0.0667,0.129,0.365,0.11,0.0991,159.988,0VJKBgobjYRe7BTy3fFAg7,https://open.spotify.com/track/0VJKBgobjYRe7BTy3fFAg7,121163,4,Underground Rap,Anthrax
0.795,0.515,7,-13.964,1,0.259,0.0182,0.0,0.0809,0.435,183.904,3C1r5iBxnwErYfoImfeVpv,https://open.spotify.com/track/3C1r5iBxnwErYfoImfeVpv,172853,4,Underground Rap,Love Letter
0.7490000000000001,0.735,1,-6.85,1,0.245,0.528,0.0,0.0853,0.469,189.96400000000003,52wb5WTaYlqVkDFL42WNkk,https://open.spotify.com/track/52wb5WTaYlqVkDFL42WNkk,198360,4,Underground Rap,Hype Cypher
0.593,0.561,10,-7.073,0,0.326,0.0288,8.92e-06,0.121,0.338,179.96400000000003,0UWcwPvb17DgzoAiS32Ldw,https://open.spotify.com/track/0UWcwPvb17DgzoAiS32Ldw,153606,4,Underground Rap,"Young, Rich & Black"
0.8009999999999999,0.5539999999999999,6,-6.879,1,0.299,0.42,0.0,0.509,0.5870000000000001,190.024,5bQhoOH0gZwdofGBm7GvYY,https://open.spotify.com/track/5bQhoOH0gZwdofGBm7GvYY,143750,4,Underground Rap,Play Runna
0.787,0.868,6,-4.22,1,0.11,0.622,1.95e-05,0.16899999999999998,0.598,130.23,0oTUjZ4WrHkVS3x08SzZOi,https://open.spotify.com/track/0oTUjZ4WrHkVS3x08SzZOi,81267,4,Underground Rap,Abuse
0.633,0.853,8,-6.4910000000000005,1,0.389,0.302,0.0,0.152,0.544,130.018,7MDKvOzNgAJ3KMCtaP2UOa,https://open.spotify.com/track/7MDKvOzNgAJ3KMCtaP2UOa,211965,4,Underground Rap,"Hella Hoes (feat. A$AP Rocky, A$AP Ferg, A$AP Nast & A$AP Twelvyy)"
0.755,0.948,9,-3.968,1,0.0417,0.0328,0.258,0.465,0.311,144.034,7aYEj9lEhIGawk2j8YaLfz,https://open.spotify.com/track/7aYEj9lEhIGawk2j8YaLfz,210181,4,Underground Rap,Evisceration
0.833,0.501,7,-8.975,1,0.33,0.173,0.0,0.106,0.532,139.85,1L69hXxa1EEgIG8HrTspsa,https://open.spotify.com/track/1L69hXxa1EEgIG8HrTspsa,167053,4,Underground Rap,Muddy
0.773,0.56,9,-5.742000000000001,1,0.126,0.0258,0.0,0.328,0.26,128.091,5htB2gxndGHrLb09x1Q3Vp,https://open.spotify.com/track/5htB2gxndGHrLb09x1Q3Vp,204027,4,Underground Rap,Moolah
0.907,0.65,6,-5.6610000000000005,0,0.312,0.0109,0.000424,0.107,0.626,147.026,4PhNipxELUmBZcOWgafzAx,https://open.spotify.com/track/4PhNipxELUmBZcOWgafzAx,195547,4,Underground Rap,Major (feat. Key Glock)
0.7090000000000001,0.58,1,-11.548,1,0.305,0.126,7.27e-06,0.621,0.547,199.896,78s6SE2zr1ahnrOGwoDPSL,https://open.spotify.com/track/78s6SE2zr1ahnrOGwoDPSL,198125,4,Underground Rap,No Nintendo (feat. Compton a.V.)
0.68,0.732,10,-7.108,0,0.27,0.235,0.000174,0.0705,0.8640000000000001,150.844,0n22yqkitWec0PV6tibWEO,https://open.spotify.com/track/0n22yqkitWec0PV6tibWEO,230408,4,Underground Rap,"Nervous (feat. Lil Baby, Jay Critch & Rich the Kid)"
0.904,0.596,1,-6.777,1,0.365,0.00515,0.0,0.152,0.485,170.072,61M5HmwouImIew3RNbsPyz,https://open.spotify.com/track/61M5HmwouImIew3RNbsPyz,195093,4,Underground Rap,Ay3
0.845,0.512,1,-8.908999999999997,0,0.278,0.591,0.0,0.0982,0.5720000000000001,129.85299999999998,1iu9sRjHaZwhBsFx2etGJ9,https://open.spotify.com/track/1iu9sRjHaZwhBsFx2etGJ9,157180,4,Underground Rap,New Money
0.696,0.738,11,-7.159,0,0.374,0.408,0.0,0.147,0.489,170.03,2YYfJYMkXOMtYB2Wm15qEf,https://open.spotify.com/track/2YYfJYMkXOMtYB2Wm15qEf,139372,4,Underground Rap,Red Mansion
0.52,0.6729999999999999,3,-7.217,1,0.231,0.618,0.0,0.103,0.331,168.928,4cDYVX4qk2vowfvaB0UisU,https://open.spotify.com/track/4cDYVX4qk2vowfvaB0UisU,158120,4,Underground Rap,Cali
0.583,0.623,1,-6.876,0,0.0978,0.013,4.74e-05,0.0537,0.275,154.834,5wTpnBRTx1HSGQVDZQ2VSh,https://open.spotify.com/track/5wTpnBRTx1HSGQVDZQ2VSh,233853,4,Underground Rap,Slater (feat. Frank Ocean)
0.765,0.573,2,-9.31,1,0.0411,0.29100000000000004,0.0,0.0771,0.391,139.946,0fdp72W6e8vSfLXDj4fiqE,https://open.spotify.com/track/0fdp72W6e8vSfLXDj4fiqE,187038,4,Underground Rap,White Aston
0.939,0.6890000000000001,0,-5.121,1,0.0877,0.059,0.0,0.0895,0.502,137.05,2wY8ZIMBATERhRezsdfqDl,https://open.spotify.com/track/2wY8ZIMBATERhRezsdfqDl,188067,4,Underground Rap,El Chapo Jr
0.6759999999999999,0.506,4,-10.56,0,0.397,0.168,0.0,0.187,0.292,191.926,4qwXiPnuiAl6aQIf5Oliyk,https://open.spotify.com/track/4qwXiPnuiAl6aQIf5Oliyk,173947,4,Underground Rap,Shootas (feat. Yacck)
0.809,0.542,2,-7.289,1,0.0608,0.05,0.000401,0.114,0.364,156.106,14SKtbiewYxcPmxTvgyOEG,https://open.spotify.com/track/14SKtbiewYxcPmxTvgyOEG,126991,4,Underground Rap,I'm So Cold
0.923,0.647,5,-5.69,0,0.0715,0.00627,0.0,0.0855,0.536,145.006,3gbN8NCqagIB9JO567Nw5C,https://open.spotify.com/track/3gbN8NCqagIB9JO567Nw5C,215172,4,Underground Rap,420 Freestyle
0.911,0.293,2,-10.701,1,0.14,0.251,0.000328,0.107,0.248,124.027,1SKbA8gpmlUfvXbt6soaiA,https://open.spotify.com/track/1SKbA8gpmlUfvXbt6soaiA,92808,4,Underground Rap,GoHomeRoger
0.795,0.845,1,-5.0680000000000005,1,0.279,0.0337,0.0,0.0947,0.4270000000000001,159.034,48t1aADyfDbDA3TzxqQHrN,https://open.spotify.com/track/48t1aADyfDbDA3TzxqQHrN,160481,4,Underground Rap,Say Na (feat. J. Cole)
0.778,0.851,1,-2.15,1,0.31,0.388,0.0,0.179,0.919,199.752,3lFr31BkSc4MxBN0iKqzI9,https://open.spotify.com/track/3lFr31BkSc4MxBN0iKqzI9,202800,4,Underground Rap,Survival Tactics (feat. Capital Steez)
0.971,0.434,1,-9.449,1,0.6579999999999999,0.00284,0.0,0.101,0.392,122.998,37nhe7U8RqqLFMG81eamxf,https://open.spotify.com/track/37nhe7U8RqqLFMG81eamxf,148293,4,Underground Rap,Dottin Up
0.737,0.973,0,-5.055,1,0.162,0.00329,0.000429,0.455,0.527,165.054,2zoOegx6O10V1G72yUOTWP,https://open.spotify.com/track/2zoOegx6O10V1G72yUOTWP,128212,4,Underground Rap,Black Magic
0.8759999999999999,0.502,10,-9.472,0,0.809,0.111,1.17e-06,0.1,0.4270000000000001,168.00799999999995,33F5J0lpQmulHtQd9q0N1X,https://open.spotify.com/track/33F5J0lpQmulHtQd9q0N1X,125232,4,Underground Rap,Cloverfield
0.845,0.6579999999999999,1,-8.121,1,0.0572,0.0241,0.0813,0.272,0.408,200.006,5Bbq8eUtEccfppZvuKKvkX,https://open.spotify.com/track/5Bbq8eUtEccfppZvuKKvkX,130800,4,Underground Rap,Loophole
0.924,0.526,1,-8.693999999999999,1,0.0694,0.0375,6.26e-05,0.0836,0.423,144.939,2wipaU49bD6pd8Wf1Ny7WW,https://open.spotify.com/track/2wipaU49bD6pd8Wf1Ny7WW,120137,4,Underground Rap,Meet Whitney!
0.85,0.389,1,-11.286,1,0.489,0.0229,0.00268,0.0992,0.187,130.077,3iCJ5azWigATlsrnmHLrjh,https://open.spotify.com/track/3iCJ5azWigATlsrnmHLrjh,130920,4,Underground Rap,MEAN MUGG
0.8029999999999999,0.7090000000000001,10,-8.164,0,0.327,0.0352,0.0,0.122,0.54,139.877,0eHFPf7gom9ztF7Jc6FP6C,https://open.spotify.com/track/0eHFPf7gom9ztF7Jc6FP6C,140591,4,Underground Rap,What I Please (feat. Denzel Curry)
0.912,0.477,1,-6.93,1,0.423,0.0747,0.0,0.104,0.213,133.947,7cKV2HQRSAVGwF4xzcbfrg,https://open.spotify.com/track/7cKV2HQRSAVGwF4xzcbfrg,173767,4,Underground Rap,A MESSAGE TO MY OPPS
0.7440000000000001,0.6990000000000001,6,-9.348,0,0.106,0.29,0.0034100000000000003,0.0835,0.519,114.993,5KWBmewPunk0bmbzRnS42E,https://open.spotify.com/track/5KWBmewPunk0bmbzRnS42E,107807,5,Underground Rap,OakGroveRoad
0.348,0.7959999999999999,7,-8.266,1,0.485,0.0655,0.0,0.279,0.573,166.22400000000005,6mrRJpEOqNEKygu4fesH1e,https://open.spotify.com/track/6mrRJpEOqNEKygu4fesH1e,183960,4,Underground Rap,Centurion (feat. Vince Staples)
0.7140000000000001,0.765,4,-6.215,0,0.354,0.0105,0.0,0.5660000000000001,0.52,149.972,2oMOqX9k4k16odibNkYyrD,https://open.spotify.com/track/2oMOqX9k4k16odibNkYyrD,139707,4,Underground Rap,r - Cali
0.7140000000000001,0.55,7,-7.497999999999998,0,0.302,0.109,7.91e-06,0.236,0.315,160.17,6V3HTEYWpkQYg4ivM9MxpL,https://open.spotify.com/track/6V3HTEYWpkQYg4ivM9MxpL,167813,4,Underground Rap,Hold Ya Head (feat. Bob Marley)
0.722,0.488,8,-7.5470000000000015,1,0.398,0.0405,3.28e-06,0.322,0.6609999999999999,160.186,3Z5pXxCb0O6L53vejFHhqQ,https://open.spotify.com/track/3Z5pXxCb0O6L53vejFHhqQ,212493,4,Underground Rap,Jamba (feat. Hodgy)
0.564,0.688,5,-6.76,0,0.431,0.154,0.0,0.158,0.264,149.143,5zA7KBy1cWxv4NTU1gL7MU,https://open.spotify.com/track/5zA7KBy1cWxv4NTU1gL7MU,367920,4,Underground Rap,Red Dot Music
0.7390000000000001,0.621,0,-8.618,1,0.0426,0.107,1.04e-05,0.198,0.6759999999999999,138.015,2efXZKqjit32oAHSDHtW1v,https://open.spotify.com/track/2efXZKqjit32oAHSDHtW1v,321547,4,Underground Rap,Money Trees Deuce
0.6829999999999999,0.48,10,-12.459,1,0.225,0.105,2.33e-06,0.0959,0.242,140.112,6NhoabChWRPxubbN5W9Js2,https://open.spotify.com/track/6NhoabChWRPxubbN5W9Js2,205714,4,Underground Rap,Barbwire Smile
0.728,0.493,10,-8.871,0,0.0885,0.161,0.129,0.101,0.118,181.938,28TPimmryWOu7ORppq3ycY,https://open.spotify.com/track/28TPimmryWOu7ORppq3ycY,147048,4,Underground Rap,DontLookDown
0.722,0.95,6,-3.221,0,0.054000000000000006,0.00558,0.083,0.11,0.0679,135.028,0UOes20jOrrryJHCCS6K3h,https://open.spotify.com/track/0UOes20jOrrryJHCCS6K3h,172643,4,Underground Rap,Reaper Death Seal
0.32299999999999995,0.67,4,-7.009,0,0.104,0.0124,0.185,0.168,0.179,168.274,5VJQr2EMdzXZFjvInyp4AC,https://open.spotify.com/track/5VJQr2EMdzXZFjvInyp4AC,102857,4,Underground Rap,Lonely World
0.775,0.564,4,-6.896,0,0.154,0.0275,0.0,0.252,0.448,120.01,2PjQpv2oiIQ91zmdbL5mcD,https://open.spotify.com/track/2PjQpv2oiIQ91zmdbL5mcD,169091,4,Underground Rap,Pedals to the Metal (Road Heart)
0.789,0.535,1,-7.254,1,0.0923,0.317,0.0,0.117,0.773,178.078,5pgOjtwyKuzOVj8QAMKdJB,https://open.spotify.com/track/5pgOjtwyKuzOVj8QAMKdJB,173933,4,Underground Rap,Netflix & Chill (feat. Fenix Flexin)
0.7809999999999999,0.501,8,-5.854,1,0.3,0.0844,0.0,0.0891,0.22,187.974,7gPHxxAq4YjK7GoLT3Vch3,https://open.spotify.com/track/7gPHxxAq4YjK7GoLT3Vch3,171000,4,Underground Rap,Lies (feat. Ty Dolla $ign & YG)
0.787,0.843,10,-5.1080000000000005,0,0.0421,0.0014199999999999998,6.59e-05,0.16899999999999998,0.642,112.031,2iZCOzGCxz7kr8cqmuDRu5,https://open.spotify.com/track/2iZCOzGCxz7kr8cqmuDRu5,146250,4,Underground Rap,Bon Appétit (feat. Chetta)
0.778,0.414,1,-9.827,1,0.0697,0.0435,0.0,0.119,0.0874,132.02100000000002,7wt6myySf1IWAg4osDORzx,https://open.spotify.com/track/7wt6myySf1IWAg4osDORzx,218040,4,Underground Rap,Z.I.P.
0.8029999999999999,0.679,9,-9.505,1,0.0494,0.325,0.0,0.0745,0.557,109.976,1BZc1kf526EAfLQd7R8Niz,https://open.spotify.com/track/1BZc1kf526EAfLQd7R8Niz,322978,4,Underground Rap,Samurai (feat. Xavier Wulf & Bones)
0.491,0.7709999999999999,9,-3.228,1,0.321,0.006679999999999999,3.63e-06,0.153,0.225,176.75400000000005,2nnl5nfbZwUYUmHK92cJwt,https://open.spotify.com/track/2nnl5nfbZwUYUmHK92cJwt,229091,5,Underground Rap,Confess
0.8909999999999999,0.785,9,-7.84,1,0.067,0.194,0.0,0.0514,0.882,114.047,0W8dsTE4YDythWg7swIRQ8,https://open.spotify.com/track/0W8dsTE4YDythWg7swIRQ8,133958,4,Underground Rap,Billygoatfreestyle
0.722,0.519,0,-12.871,1,0.0516,0.0253,0.0114,0.189,0.128,199.974,02803el8p3mKqcJzJ3Agpp,https://open.spotify.com/track/02803el8p3mKqcJzJ3Agpp,143833,4,Underground Rap,WhatWasThat
0.6759999999999999,0.578,3,-8.379,0,0.0809,0.0361,0.00125,0.0775,0.116,149.982,301jK4Bv0mhT4lDxaDQ3ui,https://open.spotify.com/track/301jK4Bv0mhT4lDxaDQ3ui,144067,4,Underground Rap,Torture Chambers
0.665,0.8270000000000001,1,-5.597,1,0.147,0.13,0.0,0.35100000000000003,0.12,143.026,4DgImhJ5lY30bQdY6zVsb4,https://open.spotify.com/track/4DgImhJ5lY30bQdY6zVsb4,201399,4,Underground Rap,Bloodshed
0.78,0.855,11,-4.297,1,0.225,0.0969,0.00148,0.0765,0.49,127.057,4wXmkcAjWiK8bJ5qUgVvcU,https://open.spotify.com/track/4wXmkcAjWiK8bJ5qUgVvcU,162168,4,Underground Rap,Limp Wrist
0.6709999999999999,0.568,6,-6.869,0,0.411,0.202,0.0,0.138,0.364,149.55200000000005,25g4xmade4tdm4CSEs72af,https://open.spotify.com/track/25g4xmade4tdm4CSEs72af,181533,4,Underground Rap,Different Cloth
0.66,0.7140000000000001,1,-8.685,1,0.0442,0.00367,0.0154,0.28800000000000003,0.445,140.023,4DFjGNksWJaVUpHdZgDlgS,https://open.spotify.com/track/4DFjGNksWJaVUpHdZgDlgS,219429,4,Underground Rap,Hemingway
0.652,0.551,9,-10.836,1,0.0361,0.0314,0.0,0.0622,0.365,140.054,4TJBJgeTEy5cpGCXs9CmhH,https://open.spotify.com/track/4TJBJgeTEy5cpGCXs9CmhH,145055,4,Underground Rap,Meet Me Where the River Turns Grey
0.596,0.501,1,-9.577,0,0.0623,0.0465,0.0,0.063,0.369,153.016,5tcU0XgFCVmabdrC4fOpmd,https://open.spotify.com/track/5tcU0XgFCVmabdrC4fOpmd,164702,4,Underground Rap,More
0.8420000000000001,0.701,10,-6.705,0,0.463,0.026,0.0,0.0373,0.481,155.928,6eEspNTuW3M919RidWszeI,https://open.spotify.com/track/6eEspNTuW3M919RidWszeI,162978,4,Underground Rap,Scottie Pippen
0.78,0.494,1,-10.487,1,0.268,0.12,1.02e-06,0.13,0.368,149.923,3LPlwIbTOlmgwJ5GTsFfxl,https://open.spotify.com/track/3LPlwIbTOlmgwJ5GTsFfxl,144033,4,Underground Rap,Powerpuff
0.797,0.293,5,-7.479,1,0.08,0.591,0.0724,0.14800000000000002,0.478,160.07,4axYWgXASdsCBHuwInAubT,https://open.spotify.com/track/4axYWgXASdsCBHuwInAubT,121630,4,Underground Rap,I don’t let go
0.456,0.516,8,-10.512,1,0.459,0.098,0.0,0.115,0.684,154.116,3thLnNvO9IctWoccbsZyJV,https://open.spotify.com/track/3thLnNvO9IctWoccbsZyJV,151013,4,Underground Rap,Different (feat. Yung Bans)
0.6629999999999999,0.738,9,-6.957999999999998,0,0.4,0.0506,0.0,0.0894,0.544,184.078,5IQSHdJSKspuJWQC3rKHxN,https://open.spotify.com/track/5IQSHdJSKspuJWQC3rKHxN,125747,3,Underground Rap,32 Bars
0.7709999999999999,0.821,11,-3.387,0,0.192,0.00349,6.43e-05,0.108,0.507,113.971,6bcnokzOVQxpn0quzHj6vc,https://open.spotify.com/track/6bcnokzOVQxpn0quzHj6vc,236106,4,Underground Rap,Good Night
0.802,0.461,1,-9.442,1,0.101,0.00546,7.31e-06,0.0931,0.115,119.974,2WfsAJqLEWBVKka0WCN7Zx,https://open.spotify.com/track/2WfsAJqLEWBVKka0WCN7Zx,191999,4,Underground Rap,See Today
0.807,0.534,11,-7.515,0,0.295,0.00295,5.76e-05,0.202,0.358,155.045,5eBoocC58lrikBAPnvy75G,https://open.spotify.com/track/5eBoocC58lrikBAPnvy75G,195997,4,Underground Rap,East Atlanta 6
0.877,0.546,1,-4.953,1,0.158,0.0375,1.05e-05,0.108,0.624,141.016,1KXs8AxtoOF2sUzSsbYC93,https://open.spotify.com/track/1KXs8AxtoOF2sUzSsbYC93,163360,4,Underground Rap,One Dolla
0.6459999999999999,0.722,1,-4.63,1,0.0605,0.0173,0.0,0.6940000000000001,0.0657,200.234,3gwOLn8Oa3muW6kXiut7Mj,https://open.spotify.com/track/3gwOLn8Oa3muW6kXiut7Mj,96172,4,Underground Rap,+*ARISE!*+
0.858,0.5710000000000001,11,-6.546,0,0.124,0.284,1e-05,0.14,0.532,139.86700000000002,6XW7xsdWQUXPCI1qDJ4kPi,https://open.spotify.com/track/6XW7xsdWQUXPCI1qDJ4kPi,134954,4,Underground Rap,I Dunno
0.787,0.698,7,-4.013,1,0.14300000000000002,0.251,0.0,0.107,0.532,151.993,3UGgPxkkxY1XTNVKMwNcZ6,https://open.spotify.com/track/3UGgPxkkxY1XTNVKMwNcZ6,127920,4,Underground Rap,Depressed
